path,yyyymmdd,status,rows
C:\Users\wyao2\Dropbox\2006\20061004.csv.gz,20061004,ok,3787
C:\Users\wyao2\Dropbox\2006\20061005.csv.gz,20061005,ok,3783
C:\Users\wyao2\Dropbox\2006\20061006.csv.gz,20061006,ok,3783
C:\Users\wyao2\Dropbox\2006\20061009.csv.gz,20061009,ok,3785
C:\Users\wyao2\Dropbox\2006\20061010.csv.gz,20061010,ok,3785
C:\Users\wyao2\Dropbox\2006\20061011.csv.gz,20061011,ok,3785
C:\Users\wyao2\Dropbox\2006\20061012.csv.gz,20061012,ok,3786
C:\Users\wyao2\Dropbox\2006\20061013.csv.gz,20061013,ok,3786
C:\Users\wyao2\Dropbox\2006\20061016.csv.gz,20061016,ok,3795
C:\Users\wyao2\Dropbox\2006\20061017.csv.gz,20061017,ok,3796
C:\Users\wyao2\Dropbox\2006\20061018.csv.gz,20061018,ok,3796
C:\Users\wyao2\Dropbox\2006\20061019.csv.gz,20061019,ok,3799
C:\Users\wyao2\Dropbox\2006\20061020.csv.gz,20061020,ok,3802
C:\Users\wyao2\Dropbox\2006\20061023.csv.gz,20061023,ok,3804
C:\Users\wyao2\Dropbox\2006\20061024.csv.gz,20061024,ok,3804
C:\Users\wyao2\Dropbox\2006\20061025.csv.gz,20061025,ok,3804
C:\Users\wyao2\Dropbox\2006\20061026.csv.gz,20061026,ok,3805
C:\Users\wyao2\Dropbox\2006\20061027.csv.gz,20061027,ok,3805
C:\Users\wyao2\Dropbox\2006\20061030.csv.gz,20061030,ok,3803
C:\Users\wyao2\Dropbox\2006\20061031.csv.gz,20061031,ok,3802
C:\Users\wyao2\Dropbox\2006\20061101.csv.gz,20061101,ok,3800
C:\Users\wyao2\Dropbox\2006\20061102.csv.gz,20061102,ok,3803
C:\Users\wyao2\Dropbox\2006\20061103.csv.gz,20061103,ok,3802
C:\Users\wyao2\Dropbox\2006\20061106.csv.gz,20061106,ok,3801
C:\Users\wyao2\Dropbox\2006\20061107.csv.gz,20061107,ok,3800
C:\Users\wyao2\Dropbox\2006\20061108.csv.gz,20061108,ok,3801
C:\Users\wyao2\Dropbox\2006\20061109.csv.gz,20061109,ok,3798
C:\Users\wyao2\Dropbox\2006\20061110.csv.gz,20061110,ok,3801
C:\Users\wyao2\Dropbox\2006\20061113.csv.gz,20061113,ok,3803
C:\Users\wyao2\Dropbox\2006\20061114.csv.gz,20061114,ok,3801
C:\Users\wyao2\Dropbox\2006\20061115.csv.gz,20061115,ok,3799
C:\Users\wyao2\Dropbox\2006\20061116.csv.gz,20061116,ok,3800
C:\Users\wyao2\Dropbox\2006\20061117.csv.gz,20061117,ok,3802
C:\Users\wyao2\Dropbox\2006\20061120.csv.gz,20061120,ok,3807
C:\Users\wyao2\Dropbox\2006\20061121.csv.gz,20061121,ok,3808
C:\Users\wyao2\Dropbox\2006\20061122.csv.gz,20061122,ok,3812
C:\Users\wyao2\Dropbox\2006\20061124.csv.gz,20061124,ok,3813
C:\Users\wyao2\Dropbox\2006\20061127.csv.gz,20061127,ok,3813
C:\Users\wyao2\Dropbox\2006\20061128.csv.gz,20061128,ok,3811
C:\Users\wyao2\Dropbox\2006\20061129.csv.gz,20061129,ok,3809
C:\Users\wyao2\Dropbox\2006\20061130.csv.gz,20061130,ok,3807
C:\Users\wyao2\Dropbox\2006\20061201.csv.gz,20061201,ok,3806
C:\Users\wyao2\Dropbox\2006\20061204.csv.gz,20061204,ok,3809
C:\Users\wyao2\Dropbox\2006\20061205.csv.gz,20061205,ok,3810
C:\Users\wyao2\Dropbox\2006\20061206.csv.gz,20061206,ok,3811
C:\Users\wyao2\Dropbox\2006\20061207.csv.gz,20061207,ok,3809
C:\Users\wyao2\Dropbox\2006\20061208.csv.gz,20061208,ok,3809
C:\Users\wyao2\Dropbox\2006\20061211.csv.gz,20061211,ok,3810
C:\Users\wyao2\Dropbox\2006\20061212.csv.gz,20061212,ok,3811
C:\Users\wyao2\Dropbox\2006\20061213.csv.gz,20061213,ok,3809
C:\Users\wyao2\Dropbox\2006\20061214.csv.gz,20061214,ok,3812
C:\Users\wyao2\Dropbox\2006\20061215.csv.gz,20061215,ok,3813
C:\Users\wyao2\Dropbox\2006\20061218.csv.gz,20061218,ok,3812
C:\Users\wyao2\Dropbox\2006\20061219.csv.gz,20061219,ok,3810
C:\Users\wyao2\Dropbox\2006\20061220.csv.gz,20061220,ok,3811
C:\Users\wyao2\Dropbox\2006\20061221.csv.gz,20061221,ok,3811
C:\Users\wyao2\Dropbox\2006\20061222.csv.gz,20061222,ok,3811
C:\Users\wyao2\Dropbox\2006\20061226.csv.gz,20061226,ok,3813
C:\Users\wyao2\Dropbox\2006\20061227.csv.gz,20061227,ok,3811
C:\Users\wyao2\Dropbox\2006\20061228.csv.gz,20061228,ok,3812
C:\Users\wyao2\Dropbox\2006\20061229.csv.gz,20061229,ok,3808
C:\Users\wyao2\Dropbox\2006\20060103.csv,20060103,ok,3730
C:\Users\wyao2\Dropbox\2007\20070103.csv.gz,20070103,ok,3806
C:\Users\wyao2\Dropbox\2007\20070104.csv.gz,20070104,ok,3808
C:\Users\wyao2\Dropbox\2007\20070105.csv.gz,20070105,ok,3804
C:\Users\wyao2\Dropbox\2007\20070108.csv.gz,20070108,ok,3805
C:\Users\wyao2\Dropbox\2007\20070109.csv.gz,20070109,ok,3805
C:\Users\wyao2\Dropbox\2007\20070110.csv.gz,20070110,ok,3806
C:\Users\wyao2\Dropbox\2007\20070111.csv.gz,20070111,ok,3805
C:\Users\wyao2\Dropbox\2007\20070112.csv.gz,20070112,ok,3811
C:\Users\wyao2\Dropbox\2007\20070116.csv.gz,20070116,ok,3812
C:\Users\wyao2\Dropbox\2007\20070117.csv.gz,20070117,ok,3813
C:\Users\wyao2\Dropbox\2007\20070118.csv.gz,20070118,ok,3813
C:\Users\wyao2\Dropbox\2007\20070119.csv.gz,20070119,ok,3813
C:\Users\wyao2\Dropbox\2007\20070122.csv.gz,20070122,ok,3813
C:\Users\wyao2\Dropbox\2007\20070123.csv.gz,20070123,ok,3810
C:\Users\wyao2\Dropbox\2007\20070124.csv.gz,20070124,ok,3815
C:\Users\wyao2\Dropbox\2007\20070125.csv.gz,20070125,ok,3814
C:\Users\wyao2\Dropbox\2007\20070126.csv.gz,20070126,ok,3812
C:\Users\wyao2\Dropbox\2007\20070129.csv.gz,20070129,ok,3814
C:\Users\wyao2\Dropbox\2007\20070130.csv.gz,20070130,ok,3815
C:\Users\wyao2\Dropbox\2007\20070131.csv.gz,20070131,ok,3814
C:\Users\wyao2\Dropbox\2007\20070201.csv.gz,20070201,ok,3817
C:\Users\wyao2\Dropbox\2007\20070202.csv.gz,20070202,ok,3818
C:\Users\wyao2\Dropbox\2007\20070205.csv.gz,20070205,ok,3818
C:\Users\wyao2\Dropbox\2007\20070206.csv.gz,20070206,ok,3817
C:\Users\wyao2\Dropbox\2007\20070207.csv.gz,20070207,ok,3823
C:\Users\wyao2\Dropbox\2007\20070208.csv.gz,20070208,ok,3822
C:\Users\wyao2\Dropbox\2007\20070209.csv.gz,20070209,ok,3820
C:\Users\wyao2\Dropbox\2007\20070212.csv.gz,20070212,ok,3823
C:\Users\wyao2\Dropbox\2007\20070213.csv.gz,20070213,ok,3822
C:\Users\wyao2\Dropbox\2007\20070214.csv.gz,20070214,ok,3823
C:\Users\wyao2\Dropbox\2007\20070215.csv.gz,20070215,ok,3825
C:\Users\wyao2\Dropbox\2007\20070216.csv.gz,20070216,ok,3828
C:\Users\wyao2\Dropbox\2007\20070220.csv.gz,20070220,ok,3827
C:\Users\wyao2\Dropbox\2007\20070221.csv.gz,20070221,ok,3823
C:\Users\wyao2\Dropbox\2007\20070222.csv.gz,20070222,ok,3824
C:\Users\wyao2\Dropbox\2007\20070223.csv.gz,20070223,ok,3828
C:\Users\wyao2\Dropbox\2007\20070226.csv.gz,20070226,ok,3828
C:\Users\wyao2\Dropbox\2007\20070227.csv.gz,20070227,ok,3826
C:\Users\wyao2\Dropbox\2007\20070228.csv.gz,20070228,ok,3826
C:\Users\wyao2\Dropbox\2007\20070301.csv.gz,20070301,ok,3826
C:\Users\wyao2\Dropbox\2007\20070302.csv.gz,20070302,ok,3827
C:\Users\wyao2\Dropbox\2007\20070305.csv.gz,20070305,ok,3827
C:\Users\wyao2\Dropbox\2007\20070306.csv.gz,20070306,ok,3825
C:\Users\wyao2\Dropbox\2007\20070307.csv.gz,20070307,ok,3824
C:\Users\wyao2\Dropbox\2007\20070308.csv.gz,20070308,ok,3825
C:\Users\wyao2\Dropbox\2007\20070309.csv.gz,20070309,ok,3825
C:\Users\wyao2\Dropbox\2007\20070312.csv.gz,20070312,ok,3822
C:\Users\wyao2\Dropbox\2007\20070313.csv.gz,20070313,ok,3833
C:\Users\wyao2\Dropbox\2007\20070314.csv.gz,20070314,ok,3834
C:\Users\wyao2\Dropbox\2007\20070315.csv.gz,20070315,ok,3834
C:\Users\wyao2\Dropbox\2007\20070316.csv.gz,20070316,ok,3833
C:\Users\wyao2\Dropbox\2007\20070319.csv.gz,20070319,ok,3836
C:\Users\wyao2\Dropbox\2007\20070320.csv.gz,20070320,ok,3836
C:\Users\wyao2\Dropbox\2007\20070321.csv.gz,20070321,ok,3835
C:\Users\wyao2\Dropbox\2007\20070322.csv.gz,20070322,ok,3836
C:\Users\wyao2\Dropbox\2007\20070323.csv.gz,20070323,ok,3836
C:\Users\wyao2\Dropbox\2007\20070326.csv.gz,20070326,ok,3836
C:\Users\wyao2\Dropbox\2007\20070327.csv.gz,20070327,ok,3835
C:\Users\wyao2\Dropbox\2007\20070328.csv.gz,20070328,ok,3834
C:\Users\wyao2\Dropbox\2007\20070329.csv.gz,20070329,ok,3838
C:\Users\wyao2\Dropbox\2007\20070330.csv.gz,20070330,ok,3834
C:\Users\wyao2\Dropbox\2007\20070402.csv.gz,20070402,ok,3834
C:\Users\wyao2\Dropbox\2007\20070403.csv.gz,20070403,ok,3839
C:\Users\wyao2\Dropbox\2007\20070404.csv.gz,20070404,ok,3840
C:\Users\wyao2\Dropbox\2007\20070405.csv.gz,20070405,ok,3839
C:\Users\wyao2\Dropbox\2007\20070409.csv.gz,20070409,ok,3838
C:\Users\wyao2\Dropbox\2007\20070410.csv.gz,20070410,ok,3837
C:\Users\wyao2\Dropbox\2007\20070411.csv.gz,20070411,ok,3836
C:\Users\wyao2\Dropbox\2007\20070412.csv.gz,20070412,ok,3835
C:\Users\wyao2\Dropbox\2007\20070413.csv.gz,20070413,ok,3833
C:\Users\wyao2\Dropbox\2007\20070416.csv.gz,20070416,ok,3833
C:\Users\wyao2\Dropbox\2007\20070417.csv.gz,20070417,ok,3833
C:\Users\wyao2\Dropbox\2007\20070418.csv.gz,20070418,ok,3832
C:\Users\wyao2\Dropbox\2007\20070419.csv.gz,20070419,ok,3832
C:\Users\wyao2\Dropbox\2007\20070420.csv.gz,20070420,ok,3829
C:\Users\wyao2\Dropbox\2007\20070423.csv.gz,20070423,ok,3829
C:\Users\wyao2\Dropbox\2007\20070424.csv.gz,20070424,ok,3828
C:\Users\wyao2\Dropbox\2007\20070425.csv.gz,20070425,ok,3830
C:\Users\wyao2\Dropbox\2007\20070426.csv.gz,20070426,ok,3830
C:\Users\wyao2\Dropbox\2007\20070427.csv.gz,20070427,ok,3835
C:\Users\wyao2\Dropbox\2007\20070430.csv.gz,20070430,ok,3832
C:\Users\wyao2\Dropbox\2007\20070501.csv.gz,20070501,ok,3833
C:\Users\wyao2\Dropbox\2007\20070502.csv.gz,20070502,ok,3834
C:\Users\wyao2\Dropbox\2007\20070503.csv.gz,20070503,ok,3833
C:\Users\wyao2\Dropbox\2007\20070504.csv.gz,20070504,ok,3836
C:\Users\wyao2\Dropbox\2007\20070507.csv.gz,20070507,ok,3839
C:\Users\wyao2\Dropbox\2007\20070508.csv.gz,20070508,ok,3838
C:\Users\wyao2\Dropbox\2007\20070509.csv.gz,20070509,ok,3837
C:\Users\wyao2\Dropbox\2007\20070510.csv.gz,20070510,ok,3836
C:\Users\wyao2\Dropbox\2007\20070511.csv.gz,20070511,ok,3837
C:\Users\wyao2\Dropbox\2007\20070514.csv.gz,20070514,ok,3839
C:\Users\wyao2\Dropbox\2007\20070515.csv.gz,20070515,ok,3840
C:\Users\wyao2\Dropbox\2007\20070516.csv.gz,20070516,ok,3842
C:\Users\wyao2\Dropbox\2007\20070517.csv.gz,20070517,ok,3840
C:\Users\wyao2\Dropbox\2007\20070518.csv.gz,20070518,ok,3839
C:\Users\wyao2\Dropbox\2007\20070521.csv.gz,20070521,ok,3840
C:\Users\wyao2\Dropbox\2007\20070522.csv.gz,20070522,ok,3839
C:\Users\wyao2\Dropbox\2007\20070523.csv.gz,20070523,ok,3839
C:\Users\wyao2\Dropbox\2007\20070524.csv.gz,20070524,ok,3841
C:\Users\wyao2\Dropbox\2007\20070525.csv.gz,20070525,ok,3841
C:\Users\wyao2\Dropbox\2007\20070529.csv.gz,20070529,ok,3844
C:\Users\wyao2\Dropbox\2007\20070530.csv.gz,20070530,ok,3844
C:\Users\wyao2\Dropbox\2007\20070531.csv.gz,20070531,ok,3839
C:\Users\wyao2\Dropbox\2007\20070601.csv.gz,20070601,ok,3836
C:\Users\wyao2\Dropbox\2007\20070604.csv.gz,20070604,ok,3838
C:\Users\wyao2\Dropbox\2007\20070605.csv.gz,20070605,ok,3837
C:\Users\wyao2\Dropbox\2007\20070606.csv.gz,20070606,ok,3837
C:\Users\wyao2\Dropbox\2007\20070607.csv.gz,20070607,ok,3838
C:\Users\wyao2\Dropbox\2007\20070608.csv.gz,20070608,ok,3834
C:\Users\wyao2\Dropbox\2007\20070611.csv.gz,20070611,ok,3834
C:\Users\wyao2\Dropbox\2007\20070612.csv.gz,20070612,ok,3836
C:\Users\wyao2\Dropbox\2007\20070613.csv.gz,20070613,ok,3832
C:\Users\wyao2\Dropbox\2007\20070614.csv.gz,20070614,ok,3833
C:\Users\wyao2\Dropbox\2007\20070615.csv.gz,20070615,ok,3828
C:\Users\wyao2\Dropbox\2007\20070618.csv.gz,20070618,ok,3829
C:\Users\wyao2\Dropbox\2007\20070619.csv.gz,20070619,ok,3826
C:\Users\wyao2\Dropbox\2007\20070620.csv.gz,20070620,ok,3825
C:\Users\wyao2\Dropbox\2007\20070621.csv.gz,20070621,ok,3826
C:\Users\wyao2\Dropbox\2007\20070622.csv.gz,20070622,ok,3827
C:\Users\wyao2\Dropbox\2007\20070625.csv.gz,20070625,ok,3828
C:\Users\wyao2\Dropbox\2007\20070626.csv.gz,20070626,ok,3829
C:\Users\wyao2\Dropbox\2007\20070627.csv.gz,20070627,ok,3830
C:\Users\wyao2\Dropbox\2007\20070628.csv.gz,20070628,ok,3837
C:\Users\wyao2\Dropbox\2007\20070629.csv.gz,20070629,ok,3835
C:\Users\wyao2\Dropbox\2007\20070702.csv.gz,20070702,ok,3834
C:\Users\wyao2\Dropbox\2007\20070703.csv.gz,20070703,ok,3837
C:\Users\wyao2\Dropbox\2007\20070705.csv.gz,20070705,ok,3838
C:\Users\wyao2\Dropbox\2007\20070706.csv.gz,20070706,ok,3837
C:\Users\wyao2\Dropbox\2007\20070709.csv.gz,20070709,ok,3837
C:\Users\wyao2\Dropbox\2007\20070710.csv.gz,20070710,ok,3837
C:\Users\wyao2\Dropbox\2007\20070711.csv.gz,20070711,ok,3835
C:\Users\wyao2\Dropbox\2007\20070712.csv.gz,20070712,ok,3835
C:\Users\wyao2\Dropbox\2007\20070713.csv.gz,20070713,ok,3834
C:\Users\wyao2\Dropbox\2007\20070716.csv.gz,20070716,ok,3836
C:\Users\wyao2\Dropbox\2007\20070717.csv.gz,20070717,ok,3836
C:\Users\wyao2\Dropbox\2007\20070718.csv.gz,20070718,ok,3835
C:\Users\wyao2\Dropbox\2007\20070719.csv.gz,20070719,ok,3831
C:\Users\wyao2\Dropbox\2007\20070720.csv.gz,20070720,ok,3832
C:\Users\wyao2\Dropbox\2007\20070723.csv.gz,20070723,ok,3835
C:\Users\wyao2\Dropbox\2007\20070724.csv.gz,20070724,ok,3833
C:\Users\wyao2\Dropbox\2007\20070725.csv.gz,20070725,ok,3832
C:\Users\wyao2\Dropbox\2007\20070726.csv.gz,20070726,ok,3834
C:\Users\wyao2\Dropbox\2007\20070727.csv.gz,20070727,ok,3837
C:\Users\wyao2\Dropbox\2007\20070730.csv.gz,20070730,ok,3840
C:\Users\wyao2\Dropbox\2007\20070731.csv.gz,20070731,ok,3840
C:\Users\wyao2\Dropbox\2007\20070801.csv.gz,20070801,ok,3838
C:\Users\wyao2\Dropbox\2007\20070802.csv.gz,20070802,ok,3843
C:\Users\wyao2\Dropbox\2007\20070803.csv.gz,20070803,ok,3840
C:\Users\wyao2\Dropbox\2007\20070806.csv.gz,20070806,ok,3841
C:\Users\wyao2\Dropbox\2007\20070807.csv.gz,20070807,ok,3841
C:\Users\wyao2\Dropbox\2007\20070808.csv.gz,20070808,ok,3841
C:\Users\wyao2\Dropbox\2007\20070809.csv.gz,20070809,ok,3843
C:\Users\wyao2\Dropbox\2007\20070810.csv.gz,20070810,ok,3845
C:\Users\wyao2\Dropbox\2007\20070813.csv.gz,20070813,ok,3847
C:\Users\wyao2\Dropbox\2007\20070814.csv.gz,20070814,ok,3848
C:\Users\wyao2\Dropbox\2007\20070815.csv.gz,20070815,ok,3845
C:\Users\wyao2\Dropbox\2007\20070816.csv.gz,20070816,ok,3845
C:\Users\wyao2\Dropbox\2007\20070817.csv.gz,20070817,ok,3843
C:\Users\wyao2\Dropbox\2007\20070820.csv.gz,20070820,ok,3840
C:\Users\wyao2\Dropbox\2007\20070821.csv.gz,20070821,ok,3838
C:\Users\wyao2\Dropbox\2007\20070822.csv.gz,20070822,ok,3837
C:\Users\wyao2\Dropbox\2007\20070823.csv.gz,20070823,ok,3839
C:\Users\wyao2\Dropbox\2007\20070824.csv.gz,20070824,ok,3837
C:\Users\wyao2\Dropbox\2007\20070827.csv.gz,20070827,ok,3837
C:\Users\wyao2\Dropbox\2007\20070828.csv.gz,20070828,ok,3840
C:\Users\wyao2\Dropbox\2007\20070829.csv.gz,20070829,ok,3840
C:\Users\wyao2\Dropbox\2007\20070830.csv.gz,20070830,ok,3837
C:\Users\wyao2\Dropbox\2007\20070831.csv.gz,20070831,ok,3837
C:\Users\wyao2\Dropbox\2007\20070904.csv.gz,20070904,ok,3837
C:\Users\wyao2\Dropbox\2007\20070905.csv.gz,20070905,ok,3837
C:\Users\wyao2\Dropbox\2007\20070906.csv.gz,20070906,ok,3837
C:\Users\wyao2\Dropbox\2007\20070907.csv.gz,20070907,ok,3836
C:\Users\wyao2\Dropbox\2007\20070910.csv.gz,20070910,ok,3836
C:\Users\wyao2\Dropbox\2007\20070911.csv.gz,20070911,ok,3836
C:\Users\wyao2\Dropbox\2007\20070912.csv.gz,20070912,ok,3833
C:\Users\wyao2\Dropbox\2007\20070913.csv.gz,20070913,ok,3835
C:\Users\wyao2\Dropbox\2007\20070914.csv.gz,20070914,ok,3834
C:\Users\wyao2\Dropbox\2007\20070917.csv.gz,20070917,ok,3833
C:\Users\wyao2\Dropbox\2007\20070918.csv.gz,20070918,ok,3833
C:\Users\wyao2\Dropbox\2007\20070919.csv.gz,20070919,ok,3831
C:\Users\wyao2\Dropbox\2007\20070920.csv.gz,20070920,ok,3831
C:\Users\wyao2\Dropbox\2007\20070921.csv.gz,20070921,ok,3828
C:\Users\wyao2\Dropbox\2007\20070924.csv.gz,20070924,ok,3827
C:\Users\wyao2\Dropbox\2007\20070925.csv.gz,20070925,ok,3827
C:\Users\wyao2\Dropbox\2007\20070926.csv.gz,20070926,ok,3825
C:\Users\wyao2\Dropbox\2007\20070927.csv.gz,20070927,ok,3826
C:\Users\wyao2\Dropbox\2007\20070928.csv.gz,20070928,ok,3823
C:\Users\wyao2\Dropbox\2007\20071001.csv.gz,20071001,ok,3824
C:\Users\wyao2\Dropbox\2007\20071002.csv.gz,20071002,ok,3825
C:\Users\wyao2\Dropbox\2007\20071003.csv.gz,20071003,ok,3824
C:\Users\wyao2\Dropbox\2007\20071004.csv.gz,20071004,ok,3826
C:\Users\wyao2\Dropbox\2007\20071005.csv.gz,20071005,ok,3825
C:\Users\wyao2\Dropbox\2007\20071008.csv.gz,20071008,ok,3827
C:\Users\wyao2\Dropbox\2007\20071009.csv.gz,20071009,ok,3827
C:\Users\wyao2\Dropbox\2007\20071010.csv.gz,20071010,ok,3827
C:\Users\wyao2\Dropbox\2007\20071011.csv.gz,20071011,ok,3829
C:\Users\wyao2\Dropbox\2007\20071012.csv.gz,20071012,ok,3829
C:\Users\wyao2\Dropbox\2007\20071015.csv.gz,20071015,ok,3828
C:\Users\wyao2\Dropbox\2007\20071016.csv.gz,20071016,ok,3823
C:\Users\wyao2\Dropbox\2007\20071017.csv.gz,20071017,ok,3823
C:\Users\wyao2\Dropbox\2007\20071018.csv.gz,20071018,ok,3824
C:\Users\wyao2\Dropbox\2007\20071019.csv.gz,20071019,ok,3826
C:\Users\wyao2\Dropbox\2007\20071022.csv.gz,20071022,ok,3829
C:\Users\wyao2\Dropbox\2007\20071023.csv.gz,20071023,ok,3828
C:\Users\wyao2\Dropbox\2007\20071024.csv.gz,20071024,ok,3828
C:\Users\wyao2\Dropbox\2007\20071025.csv.gz,20071025,ok,3828
C:\Users\wyao2\Dropbox\2007\20071026.csv.gz,20071026,ok,3827
C:\Users\wyao2\Dropbox\2007\20071029.csv.gz,20071029,ok,3828
C:\Users\wyao2\Dropbox\2007\20071030.csv.gz,20071030,ok,3830
C:\Users\wyao2\Dropbox\2007\20071031.csv.gz,20071031,ok,3828
C:\Users\wyao2\Dropbox\2007\20071101.csv.gz,20071101,ok,3828
C:\Users\wyao2\Dropbox\2007\20071102.csv.gz,20071102,ok,3827
C:\Users\wyao2\Dropbox\2007\20071105.csv.gz,20071105,ok,3828
C:\Users\wyao2\Dropbox\2007\20071106.csv.gz,20071106,ok,3829
C:\Users\wyao2\Dropbox\2007\20071107.csv.gz,20071107,ok,3829
C:\Users\wyao2\Dropbox\2007\20071108.csv.gz,20071108,ok,3829
C:\Users\wyao2\Dropbox\2007\20071109.csv.gz,20071109,ok,3830
C:\Users\wyao2\Dropbox\2007\20071112.csv.gz,20071112,ok,3835
C:\Users\wyao2\Dropbox\2007\20071113.csv.gz,20071113,ok,3832
C:\Users\wyao2\Dropbox\2007\20071114.csv.gz,20071114,ok,3829
C:\Users\wyao2\Dropbox\2007\20071115.csv.gz,20071115,ok,3829
C:\Users\wyao2\Dropbox\2007\20071116.csv.gz,20071116,ok,3829
C:\Users\wyao2\Dropbox\2007\20071119.csv.gz,20071119,ok,3834
C:\Users\wyao2\Dropbox\2007\20071120.csv.gz,20071120,ok,3833
C:\Users\wyao2\Dropbox\2007\20071121.csv.gz,20071121,ok,3832
C:\Users\wyao2\Dropbox\2007\20071123.csv.gz,20071123,ok,3831
C:\Users\wyao2\Dropbox\2007\20071126.csv.gz,20071126,ok,3829
C:\Users\wyao2\Dropbox\2007\20071127.csv.gz,20071127,ok,3829
C:\Users\wyao2\Dropbox\2007\20071128.csv.gz,20071128,ok,3828
C:\Users\wyao2\Dropbox\2007\20071129.csv.gz,20071129,ok,3829
C:\Users\wyao2\Dropbox\2007\20071130.csv.gz,20071130,ok,3828
C:\Users\wyao2\Dropbox\2007\20071203.csv.gz,20071203,ok,3827
C:\Users\wyao2\Dropbox\2007\20071204.csv.gz,20071204,ok,3831
C:\Users\wyao2\Dropbox\2007\20071205.csv.gz,20071205,ok,3830
C:\Users\wyao2\Dropbox\2007\20071206.csv.gz,20071206,ok,3831
C:\Users\wyao2\Dropbox\2007\20071207.csv.gz,20071207,ok,3832
C:\Users\wyao2\Dropbox\2007\20071210.csv.gz,20071210,ok,3833
C:\Users\wyao2\Dropbox\2007\20071211.csv.gz,20071211,ok,3833
C:\Users\wyao2\Dropbox\2007\20071212.csv.gz,20071212,ok,3833
C:\Users\wyao2\Dropbox\2007\20071213.csv.gz,20071213,ok,3837
C:\Users\wyao2\Dropbox\2007\20071214.csv.gz,20071214,ok,3840
C:\Users\wyao2\Dropbox\2007\20071217.csv.gz,20071217,ok,3838
C:\Users\wyao2\Dropbox\2007\20071218.csv.gz,20071218,ok,3837
C:\Users\wyao2\Dropbox\2007\20071219.csv.gz,20071219,ok,3836
C:\Users\wyao2\Dropbox\2007\20071220.csv.gz,20071220,ok,3835
C:\Users\wyao2\Dropbox\2007\20071221.csv.gz,20071221,ok,3837
C:\Users\wyao2\Dropbox\2007\20071224.csv.gz,20071224,ok,3837
C:\Users\wyao2\Dropbox\2007\20071226.csv.gz,20071226,ok,3837
C:\Users\wyao2\Dropbox\2007\20071227.csv.gz,20071227,ok,3838
C:\Users\wyao2\Dropbox\2007\20071228.csv.gz,20071228,ok,3835
C:\Users\wyao2\Dropbox\2007\20071231.csv.gz,20071231,ok,3831
C:\Users\wyao2\Dropbox\2007\20070103.csv,20070103,ok,3806
C:\Users\wyao2\Dropbox\2008\20080102.csv.gz,20080102,ok,3833
C:\Users\wyao2\Dropbox\2008\20080103.csv.gz,20080103,ok,3836
C:\Users\wyao2\Dropbox\2008\20080104.csv.gz,20080104,ok,3836
C:\Users\wyao2\Dropbox\2008\20080107.csv.gz,20080107,ok,3836
C:\Users\wyao2\Dropbox\2008\20080108.csv.gz,20080108,ok,3837
C:\Users\wyao2\Dropbox\2008\20080109.csv.gz,20080109,ok,3837
C:\Users\wyao2\Dropbox\2008\20080110.csv.gz,20080110,ok,3837
C:\Users\wyao2\Dropbox\2008\20080111.csv.gz,20080111,ok,3835
C:\Users\wyao2\Dropbox\2008\20080114.csv.gz,20080114,ok,3835
C:\Users\wyao2\Dropbox\2008\20080115.csv.gz,20080115,ok,3836
C:\Users\wyao2\Dropbox\2008\20080116.csv.gz,20080116,ok,3834
C:\Users\wyao2\Dropbox\2008\20080117.csv.gz,20080117,ok,3834
C:\Users\wyao2\Dropbox\2008\20080118.csv.gz,20080118,ok,3834
C:\Users\wyao2\Dropbox\2008\20080122.csv.gz,20080122,ok,3834
C:\Users\wyao2\Dropbox\2008\20080123.csv.gz,20080123,ok,3834
C:\Users\wyao2\Dropbox\2008\20080124.csv.gz,20080124,ok,3832
C:\Users\wyao2\Dropbox\2008\20080125.csv.gz,20080125,ok,3830
C:\Users\wyao2\Dropbox\2008\20080128.csv.gz,20080128,ok,3830
C:\Users\wyao2\Dropbox\2008\20080129.csv.gz,20080129,ok,3831
C:\Users\wyao2\Dropbox\2008\20080130.csv.gz,20080130,ok,3837
C:\Users\wyao2\Dropbox\2008\20080131.csv.gz,20080131,ok,3836
C:\Users\wyao2\Dropbox\2008\20080201.csv.gz,20080201,ok,3837
C:\Users\wyao2\Dropbox\2008\20080204.csv.gz,20080204,ok,3838
C:\Users\wyao2\Dropbox\2008\20080205.csv.gz,20080205,ok,3836
C:\Users\wyao2\Dropbox\2008\20080206.csv.gz,20080206,ok,3835
C:\Users\wyao2\Dropbox\2008\20080207.csv.gz,20080207,ok,3835
C:\Users\wyao2\Dropbox\2008\20080208.csv.gz,20080208,ok,3836
C:\Users\wyao2\Dropbox\2008\20080211.csv.gz,20080211,ok,3834
C:\Users\wyao2\Dropbox\2008\20080212.csv.gz,20080212,ok,3835
C:\Users\wyao2\Dropbox\2008\20080213.csv.gz,20080213,ok,3837
C:\Users\wyao2\Dropbox\2008\20080214.csv.gz,20080214,ok,3839
C:\Users\wyao2\Dropbox\2008\20080215.csv.gz,20080215,ok,3837
C:\Users\wyao2\Dropbox\2008\20080219.csv.gz,20080219,ok,3834
C:\Users\wyao2\Dropbox\2008\20080220.csv.gz,20080220,ok,3834
C:\Users\wyao2\Dropbox\2008\20080221.csv.gz,20080221,ok,3830
